hugo	pfam_coord
KAT8	{'Tudor-knot': [55, 111], 'MOZ_SAS': [232, 418]}
FCER2	{'Lectin_C': [180, 284]}
OMD	{'LRR_8': [92, 153, '//', 233, 292], 'LRRNT': [61, 90], 'LRR_4': [232, 275]}
KAT5	{'Tudor-knot': [7, 65], 'MOZ_SAS': [285, 477]}
ZNF517	{'zf-C2H2': [317, 339], 'KRAB': [14, 54], 'zf-H2C2_2': [382, 407, '//', 191, 216, '//', 410, 435, '//', 275, 298, '//', 220, 244, '//', 247, 272, '//', 438, 463]}
F2R	{'7tm_1': [119, 371]}
NKAP	{'SynMuv_product': [304, 408]}
ZFAND4	{'zf-AN1': [667, 708], 'ubiquitin': [33, 101]}
ZNF514	{'KRAB': [1, 41], 'zf-H2C2_2': [246, 271, '//', 302, 327, '//', 218, 243, '//', 358, 383, '//', 330, 355, '//', 274, 299]}
PPDPF	{'PPDFL': [1, 111]}
FAM71B	{'DUF3699': [112, 188]}
NSMAF	{'WD40': [704, 740, '//', 877, 914, '//', 795, 833], 'Beach': [302, 575], 'GRAM': [176, 247]}
QRFP	{'RFamide_26RFa': [2, 135]}
TECTA	{'NIDO': [163, 252], 'Zona_pellucida': [1805, 2059], 'TIL': [597, 650, '//', 1372, 1425, '//', 984, 1036], 'C8': [905, 981, '//', 1294, 1369, '//', 517, 592, '//', 1684, 1758], 'VWD': [322, 478, '//', 1100, 1258, '//', 1487, 1639, '//', 713, 866], 'TILa': [1426, 1480, '//', 650, 706]}
AES	{'TLE_N': [2, 135]}
PNRC1	{'PNRC': [275, 326]}
PNRC2	{'PNRC': [89, 138]}
DNAJC27	{'DnaJ': [217, 273], 'Ras': [18, 184]}
MMGT1	{'MMgT': [9, 101]}
DNAJC25	{'DnaJ': [49, 121]}
DNAJC24	{'DnaJ': [10, 78], 'zf-CSL': [94, 147]}
NTSR2	{'7tm_1': [49, 358]}
GAPDH	{'Gp_dh_N': [4, 152], 'Gp_dh_C': [157, 314]}
DNAJC21	{'zf-C2H2_jaz': [313, 339], 'zf-C2H2_2': [468, 525], 'DnaJ': [3, 66]}
NTSR1	{'7tm_1': [80, 364]}
DTD2	{'Tyr_Deacylase': [11, 168]}
ARHGAP8	{'CRAL_TRIO_2': [20, 197], 'RhoGAP': [241, 391]}
ARHGAP9	{'SH3_1': [28, 70], 'PH': [323, 435], 'RhoGAP': [556, 726]}
ACN9	{'Complex1_LYR_2': [4, 105]}
ARHGAP5	{'Ras': [142, 248], 'FF': [485, 545], 'RhoGAP': [1275, 1426]}
ARHGAP6	{'RhoGAP': [411, 572]}
ICOSLG	{'C2-set_2': [139, 225], 'V-set': [16, 132]}
ARHGAP1	{'CRAL_TRIO_2': [70, 216], 'RhoGAP': [260, 409]}
SLCO4C1	{'Kazal_2': [507, 547], 'OATP': [105, 665]}
AEN	{'RNase_T': [111, 266]}
FAM196B	{'FAM196': [1, 535]}
FAM196A	{'FAM196': [1, 479]}
FAXC	{'GST_C_3': [196, 328]}
PRLR	{'EpoR_lig-bind': [22, 120]}
SLC12A8	{'AA_permease': [44, 417]}
SHOC2	{'LRR_8': [146, 204, '//', 284, 343], 'LRR_1': [308, 330, '//', 518, 540], 'LRR_4': [425, 469, '//', 451, 488, '//', 238, 279, '//', 471, 518], 'LRR_7': [123, 139]}
NOL8	{'RRM_6': [10, 83]}
PRLH	{'Prolactin_RP': [23, 69]}
OR4D11	{'7tm_4': [140, 280]}
PPP6C	{'Metallophos': [46, 241]}
ZYX	{'LIM': [384, 441, '//', 444, 500, '//', 504, 570]}
KIF7	{'Kinesin': [21, 349]}
ANXA11	{'Annexin': [435, 500, '//', 204, 269, '//', 276, 341, '//', 359, 425]}
ANXA10	{'Annexin': [93, 158, '//', 251, 316, '//', 21, 86, '//', 175, 241]}
TMEM74	{'Neurensin': [142, 273]}
PLVAP	{'PV-1': [1, 442]}
FAM86A	{'Methyltransf_16': [122, 297], 'FAM86': [1, 100]}
SLA	{'SH3_1': [30, 74], 'SH2': [84, 160]}
HSPA4L	{'HSP70': [3, 590, '//', 573, 694]}
KCNQ3	{'KCNQ_channel': [443, 666], 'Ion_trans': [158, 351], 'KCNQC3-Ank-G_bd': [769, 867]}
MRPL2	{'Ribosomal_L2_C': [176, 282], 'Ribosomal_L2': [84, 165]}
RPUSD1	{'PseudoU_synth_2': [17, 182]}
RPUSD2	{'PseudoU_synth_2': [231, 378]}
ZFAT	{'zf-H2C2_5': [966, 988, '//', 994, 1018], 'zf-C2H2': [830, 853, '//', 937, 959, '//', 458, 481], 'zf-C2H2_4': [1041, 1064, '//', 404, 427, '//', 742, 765, '//', 432, 455, '//', 770, 793, '//', 116, 137], 'zf-H2C2_2': [285, 309, '//', 895, 920, '//', 313, 337]}
MRPL9	{'Ribosomal_L9_N': [94, 141]}
HOXC11	{'Homeobox': [233, 289], 'DUF3528': [42, 184]}
ZNF613	{'KRAB': [8, 48], 'zf-H2C2_2': [246, 270, '//', 330, 354, '//', 414, 439, '//', 470, 494, '//', 499, 523, '//', 218, 243, '//', 302, 327, '//', 386, 411, '//', 274, 299, '//', 443, 467]}
ZNF619	{'zf-H2C2_2': [426, 450, '//', 286, 311, '//', 342, 367, '//', 230, 255, '//', 399, 423, '//', 258, 283, '//', 204, 227, '//', 317, 339]}
MORN5	{'MORN': [31, 53, '//', 8, 30, '//', 54, 75]}
SLC3A1	{'Alpha-amylase': [140, 490]}
MSTN	{'TGF_beta': [278, 375], 'TGFb_propeptide': [13, 256]}
HIST2H3D	{'Histone': [58, 132]}
EIF4EBP1	{'eIF_4EBP': [1, 118]}
EIF4EBP3	{'eIF_4EBP': [1, 100]}
ASPRV1	{'Asp_protease_2': [198, 288]}
MS4A10	{'CD20': [59, 193]}
RALGAPA2	{'Rap_GAP': [1664, 1843]}
BAG2	{'BAG': [112, 189]}
THPO	{'EPO_TPO': [24, 188]}
BAG1	{'BAG': [249, 326], 'ubiquitin': [158, 222]}
BAG6	{'ubiquitin': [22, 89], 'DUF3538': [276, 392]}
OR1L8	{'7tm_4': [140, 283]}
BAG4	{'BAG': [382, 456]}
BAG5	{'BAG': [368, 442, '//', 12, 86, '//', 185, 261, '//', 278, 350]}
SH2D1B	{'SH2': [5, 86]}
OR1L4	{'7tm_4': [141, 284]}
OR1L6	{'7tm_4': [176, 320]}
RTKN	{'Anillin': [116, 271], 'PH': [310, 415], 'HR1': [37, 103]}
OR1L3	{'7tm_4': [139, 286]}
MSRB2	{'SelR': [51, 180]}
LRRC37A2	{'LRRC37AB_C': [1463, 1615], 'LRR_8': [891, 949]}
LRRC37A3	{'LRRC37AB_C': [1463, 1615], 'LRR_8': [891, 949]}
SLC39A1	{'Zip': [27, 320]}
FGB	{'Fibrinogen_C': [237, 487], 'Fib_alpha': [90, 235]}
CD79B	{'V-set': [43, 142], 'ITAM': [193, 213]}
MEOX1	{'Homeobox': [172, 228]}
MEOX2	{'Homeobox': [188, 244]}
CD79A	{'V-set': [32, 125], 'ITAM': [185, 205]}
CSDC2	{'CSD': [69, 135]}
ARHGAP23	{'PH_9': [690, 806], 'PDZ': [73, 152], 'RhoGAP': [920, 1074]}
ATXN1L	{'AXH': [469, 583]}
ZNF385B	{'zf-met': [348, 372, '//', 157, 181, '//', 33, 58, '//', 285, 309]}
ZNF385A	{'zf-met': [241, 265, '//', 54, 78, '//', 181, 205]}
CBLN2	{'C1q': [94, 221]}
CBLN3	{'C1q': [73, 202]}
ZNF385D	{'zf-met': [267, 291, '//', 80, 104, '//', 204, 228]}
CLVS1	{'CRAL_TRIO': [120, 274], 'CRAL_TRIO_N': [22, 97]}
ARHGAP20	{'RA': [194, 285], 'RhoGAP': [377, 527]}
TRIM14	{'zf-B_box': [21, 61], 'PRY': [269, 317], 'SPRY': [319, 439]}
ERCC1	{'Rad10': [99, 166], 'HHH': [259, 288]}
BNIP3	{'BNIP3': [1, 194]}
PDHA2	{'E1_dh': [63, 360]}
CPSF3L	{'RMMBL': [376, 418], 'Lactamase_B': [12, 238], 'Beta-Casp': [245, 363]}
SAP18	{'SAP18': [16, 137]}
ARHGAP24	{'PH': [20, 124], 'RhoGAP': [153, 305]}
CCKAR	{'7tm_1': [58, 370], 'CholecysA-Rec_N': [1, 47]}
ATXN10	{'Atx10homo_assoc': [369, 469]}
FSCN3	{'Fascin': [266, 381, '//', 24, 138]}
FSCN2	{'Fascin': [20, 133, '//', 266, 376, '//', 141, 254, '//', 389, 492]}
FSCN1	{'Fascin': [20, 134, '//', 268, 378, '//', 142, 256, '//', 391, 493]}
TCAP	{'Telethonin': [1, 167]}
MRPS17	{'Ribosomal_S17': [15, 84]}
MYL12B	{'EF-hand_7': [16, 121]}
MYL12A	{'EF-hand_1': [32, 60], 'EF-hand_8': [113, 165]}
MRPS16	{'Ribosomal_S16': [24, 84]}
TSTA3	{'Epimerase': [10, 245]}
RPS6KC1	{'PX': [10, 127], 'Pkinase': [867, 1056], 'MIT': [239, 307]}
KRTAP22-1	{'KRTAP': [1, 27]}
C15orf59	{'DUF4589': [52, 280]}
MRPS14	{'Ribosomal_S14': [73, 127]}
RFPL4B	{'zf-C3HC4_4': [11, 52], 'SPRY': [143, 260]}
RFPL4A	{'RDM': [54, 95], 'zf-C3HC4_4': [11, 52], 'PRY': [98, 146], 'SPRY': [148, 268]}
RILPL1	{'Jnk-SapK_ap_N': [27, 177], 'RILP': [295, 354]}
RILPL2	{'RILP': [134, 194]}
RB1CC1	{'ATG11': [1454, 1590]}
MRPS12	{'Ribosom_S12_S23': [31, 138]}
IDO2	{'IDO': [12, 403]}
DRG2	{'TGS': [290, 363], 'MMR_HSR1': [64, 182]}
TMPO	{'Thymopoietin': [2, 50], 'LEM': [110, 152]}
CAMK1D	{'Pkinase': [23, 279]}
VARS	{'GST_C': [107, 198], 'GST_N': [2, 81], 'Anticodon_1': [984, 1139], 'tRNA-synt_1': [308, 939]}
MRPS10	{'Ribosomal_S10': [76, 174]}
LDHAL6B	{'Ldh_1_N': [70, 209], 'Ldh_1_C': [212, 380]}
ECM2	{'LRR_8': [485, 547], 'LRR_4': [343, 391, '//', 608, 653], 'VWC': [103, 157]}
ECM1	{'ECM1': [1, 540]}
LDHAL6A	{'Ldh_1_N': [21, 160], 'Ldh_1_C': [163, 331]}
SMCR8	{'Folliculin': [87, 252]}
HHAT	{'MBOAT': [125, 442]}
MICALCL	{'DUF3585': [541, 683]}
SMCR7	{'Mab-21': [300, 448]}
LYPD4	{'UPAR_LY6': [142, 228]}
LYPD5	{'UPAR_LY6': [135, 214]}
LYPD2	{'UPAR_LY6': [25, 100]}
LYPD3	{'UPAR_LY6': [140, 222, '//', 33, 114]}
CALCOCO2	{'CALCOCO1': [19, 348]}
NAP1L3	{'NAP': [203, 488, '//', 105, 216]}
NAP1L4	{'NAP': [64, 339]}
CATSPER1	{'Ion_trans': [482, 670]}
CATSPER3	{'Ion_trans': [85, 267]}
RGS5	{'RGS': [64, 179]}
RGS6	{'DEP': [43, 113], 'RGS': [336, 450], 'G-gamma': [255, 319]}
ANKRD30B	{'CCDC144C': [1084, 1373], 'Ank_2': [42, 136, '//', 117, 202, '//', 97, 169, '//', 176, 270]}
LRRC8C	{'LRR_8': [589, 649, '//', 638, 695], 'DUF3733': [1, 65, '//', 99, 158]}
RGS1	{'RGS': [85, 199]}
RGS2	{'RGS': [83, 198]}
RGS3	{'C2': [152, 239], 'RGS': [1073, 1188], 'PDZ': [298, 373]}
RGS8	{'RGS': [56, 171]}
PGLYRP4	{'Amidase_2': [68, 214, '//', 225, 360]}
IL1RAP	{'TIR': [407, 545], 'Ig_2': [150, 233, '//', 36, 132]}
CATSPERD	{'CATSPERD': [39, 767]}
SERTAD4	{'SERTA': [108, 144]}
CATSPERG	{'CATSPERG': [1, 977]}
CATSPERB	{'CATSPERB': [568, 1105]}
KIAA1147	{'DUF2347': [80, 347]}
DAP	{'DAP': [12, 102]}
RDH14	{'adh_short': [44, 202]}
RDH16	{'adh_short': [30, 195]}
RDH11	{'adh_short': [42, 221]}
RDH12	{'adh_short': [40, 187]}
CYBASC3	{'Cytochrom_B561': [46, 182]}
SLC25A34	{'Mito_carr': [202, 300, '//', 100, 199, '//', 2, 97]}
EMC4	{'DUF1077': [53, 173]}
DEDD2	{'DED': [25, 110]}
FAM178B	{'FAM178': [332, 690]}
FAM178A	{'FAM178': [652, 1032]}
MGARP	{'AIF-MLS': [1, 180]}
MYH11	{'Myosin_head': [87, 771], 'Myosin_N': [33, 75], 'Myosin_tail_1': [1073, 1930]}
GAK	{'PTEN_C2': [570, 709], 'DnaJ': [1256, 1311], 'Pkinase': [40, 313]}
TRIM46	{'zf-C3HC4': [33, 68], 'zf-B_box': [222, 263]}
UBR3	{'zf-UBR': [118, 188]}
WDR5B	{'WD40': [115, 153, '//', 157, 195, '//', 73, 111, '//', 32, 69, '//', 287, 327]}
PFKP	{'PFK': [25, 335, '//', 411, 699]}
TARSL2	{'TGS': [162, 222], 'tRNA-synt_2b': [431, 595], 'tRNA_SAD': [328, 377], 'HGTP_anticodon': [699, 790]}
CDK2AP1	{'CDK2AP': [6, 115]}
ENOSF1	{'MR_MLE_C': [304, 417], 'MR_MLE': [233, 304], 'MR_MLE_N': [25, 139]}
TRPS1	{'GATA': [896, 930]}
FRRS1L	{'DOMON': [168, 283]}
NALCN	{'Ion_trans': [920, 1155, '//', 73, 321, '//', 1243, 1446, '//', 420, 598]}
CIAPIN1	{'CIAPIN1': [222, 304]}
HSP90AB1	{'HSP90': [191, 724], 'HATPase_c': [35, 188]}
PTP4A1	{'Y_phosphatase': [52, 152]}
ZSCAN29	{'Myb_DNA-bind_4': [408, 493, '//', 245, 330], 'zf-H2C2_2': [748, 773, '//', 776, 801, '//', 692, 716, '//', 720, 745, '//', 804, 829, '//', 664, 689], 'SCAN': [12, 107]}
PTP4A3	{'Y_phosphatase': [38, 153]}
ZSCAN25	{'zf-C2H2': [348, 370], 'zf-H2C2_2': [500, 525, '//', 445, 469, '//', 417, 442, '//', 472, 497, '//', 389, 414], 'SCAN': [36, 130]}
UBR4	{'zf-UBR': [1660, 1730], 'E3_UbLigase_R4': [4367, 5163]}
ZSCAN20	{'Myb_DNA-bind_4': [323, 408, '//', 483, 568], 'zf-C2H2': [794, 816], 'zf-H2C2_2': [752, 777, '//', 889, 914, '//', 1001, 1026, '//', 973, 998, '//', 917, 942, '//', 724, 749, '//', 945, 969], 'SCAN': [45, 140]}
ZSCAN21	{'zf-C2H2': [305, 327], 'zf-H2C2_2': [291, 316, '//', 402, 427, '//', 374, 399, '//', 346, 370, '//', 430, 453], 'SCAN': [39, 134]}
ZSCAN22	{'zf-C2H2': [352, 374], 'zf-H2C2_2': [422, 447, '//', 450, 475, '//', 394, 419, '//', 282, 307, '//', 310, 335], 'SCAN': [43, 137]}
MLYCD	{'MCD': [111, 457]}
TDRD9	{'Helicase_C': [406, 501], 'TUDOR': [897, 1014], 'HA2': [564, 665], 'DEAD': [135, 298]}
MRPS9	{'Ribosomal_S9': [274, 396]}
MRPS6	{'Ribosomal_S6': [2, 96]}
MRPS5	{'Ribosomal_S5_C': [294, 367], 'Ribosomal_S5': [217, 284]}
IFI35	{'IFP_35_N': [8, 80], 'NID': [81, 170, '//', 179, 266]}
CD27	{'TNFR_c6': [65, 104, '//', 27, 62]}
MRPS2	{'Ribosomal_S2': [84, 184, '//', 181, 261]}
IFI30	{'GILT': [62, 169]}
UNC5B	{'Death': [864, 942], 'TSP_1': [250, 300, '//', 306, 353], 'I-set': [153, 243], 'ZU5': [541, 643]}
ABHD8	{'Abhydrolase_6': [178, 411]}
MYLIP	{'zf-C3HC4_3': [383, 428], 'FERM_N': [5, 82], 'FERM_M': [83, 190]}
OTUD1	{'OTU': [315, 432]}
ABHD2	{'Abhydrolase_1': [161, 391]}
ABHD3	{'Abhydrolase_6': [142, 386]}
ABHD6	{'Abhydrolase_6': [74, 319]}
PA2G4	{'Peptidase_M24': [19, 290]}
ABHD4	{'Abhydrolase_6': [71, 333]}
TWF1	{'Cofilin_ADF': [9, 138, '//', 182, 312]}
NKIRAS2	{'Ras': [6, 170]}
WDR55	{'WD40': [74, 112, '//', 289, 323, '//', 118, 154, '//', 159, 196]}
GIN1	{'zf-H2C2': [78, 119]}
MBTPS2	{'Peptidase_M50': [159, 516]}
WDR52	{'WD40': [565, 603, '//', 461, 498]}
TRIM45	{'zf-C3HC4': [29, 58], 'zf-B_box': [186, 227, '//', 130, 176], 'Filamin': [396, 494]}
MBTPS1	{'Peptidase_S8': [213, 473]}
EIF4G3	{'MA3': [1222, 1334], 'MIF4G': [755, 983], 'W2': [1504, 1585]}
FTSJD1	{'FtsJ': [110, 320]}
AKAP14	{'AKAP28': [66, 188]}
WDR59	{'WD40': [182, 220, '//', 95, 134, '//', 272, 315]}
FAT1	{'Cadherin': [3340, 3431, '//', 3235, 3326, '//', 1144, 1236, '//', 1567, 1658, '//', 932, 1023, '//', 827, 918, '//', 3130, 3221, '//', 2288, 2381, '//', 2814, 2909, '//', 1039, 1130, '//', 3028, 3116, '//', 722, 813, '//', 2923, 3014, '//', 154, 248, '//', 468, 560, '//', 1461, 1553, '//', 1775, 1868, '//', 2601, 2694, '//', 2187, 2274, '//', 3445, 3536, '//', 1672, 1756, '//', 1261, 1344, '//', 2395, 2483, '//', 2497, 2587, '//', 1363, 1447, '//', 1891, 1970, '//', 2086, 2175, '//', 2708, 2800, '//', 1984, 2072], 'EGF_CA': [4127, 4168], 'Laminin_G_2': [3859, 3985], 'EGF': [4093, 4123, '//', 4017, 4048]}
GRB2	{'SH3_1': [4, 50, '//', 162, 207], 'SH2': [60, 135]}
ULBP2	{'MHC_I': [29, 205]}
ULBP3	{'MHC_I': [30, 206]}
PSG8	{'V-set': [30, 140], 'Ig_2': [334, 413, '//', 239, 328, '//', 148, 235]}
PSG6	{'V-set': [31, 139], 'Ig_2': [333, 412, '//', 240, 327, '//', 147, 234]}
ARL10	{'Arf': [71, 228]}
PSG4	{'V-set': [30, 141], 'Ig_2': [334, 413, '//', 237, 328, '//', 148, 235]}
PSG5	{'V-set': [6, 140], 'Ig_2': [241, 320, '//', 148, 235]}
PSG2	{'V-set': [31, 139], 'Ig_2': [241, 320, '//', 148, 235]}
PSG1	{'V-set': [33, 140], 'Ig_2': [334, 413, '//', 241, 328, '//', 148, 235]}
HOXC9	{'Homeobox': [193, 249], 'Hox9_act': [1, 179]}
HOXC8	{'Homeobox': [150, 206]}
BCL2L2-PABPN1	{'Bcl-2': [46, 144], 'BH4': [6, 32]}
HOXC5	{'Homeobox': [156, 212]}
HOXC4	{'Homeobox': [157, 213]}
HOXC6	{'Homeobox': [142, 198]}
USHBP1	{'MCC-bdg_PDZ': [298, 364]}
SSU72	{'Ssu72': [4, 194]}
HCST	{'DAP10': [27, 93, '//', 1, 33]}
E2F8	{'E2F_TDP': [113, 182, '//', 261, 347]}
TMEM248	{'TMEM219': [10, 258]}
FAM200A	{'DUF4371': [90, 223]}
OR4F3	{'7tm_4': [139, 280]}
OR4F6	{'7tm_4': [139, 280]}
UROC1	{'Urocanase': [84, 662]}
OR4F4	{'7tm_4': [132, 273]}
OR4F5	{'7tm_4': [132, 273]}
ZSCAN5A	{'zf-H2C2_2': [454, 479, '//', 398, 423, '//', 426, 451, '//', 370, 393], 'SCAN': [38, 129]}
GPBAR1	{'7tm_1': [31, 277]}
CSTL1	{'Cystatin': [31, 123]}
HTRA1	{'IGFBP': [37, 89], 'Trypsin_2': [204, 342], 'PDZ': [375, 463], 'Kazal_2': [110, 155]}
COL27A1	{'COLFI': [1737, 1859, '//', 1676, 1744], 'Collagen': [1338, 1399, '//', 1279, 1339, '//', 624, 685, '//', 681, 746, '//', 1225, 1289, '//', 892, 954, '//', 823, 898, '//', 873, 938, '//', 1075, 1145, '//', 1562, 1623, '//', 1508, 1583, '//', 922, 1007, '//', 1170, 1247]}
TERF1	{'Myb_DNA-binding': [380, 428], 'TRF': [74, 271]}
ZSCAN5C	{'zf-H2C2_2': [454, 479, '//', 398, 423, '//', 426, 451, '//', 370, 393], 'SCAN': [38, 129]}
RBMX2	{'RRM_1': [38, 108]}
TMEM245	{'UPF0118': [592, 841]}
HTRA3	{'PDZ_2': [355, 447], 'Kazal_2': [81, 126], 'Trypsin_2': [175, 319]}
DSG2	{'Cadherin': [164, 263, '//', 278, 378, '//', 396, 490], 'Cadherin_C': [740, 843]}
NEURL1B	{'zf-C3HC4_3': [499, 549], 'Neuralized': [38, 106, '//', 279, 347]}
WARS	{'WHEP-TRS': [12, 68], 'tRNA-synt_1b': [151, 443]}
GATSL1	{'ACT_7': [71, 141, '//', 259, 323]}
POLR2D	{'RNA_pol_Rpb4': [31, 138]}
GATSL3	{'ACT_7': [258, 322, '//', 71, 139]}
POLR2F	{'RNA_pol_Rpb6': [50, 106]}
POLR2A	{'RNA_pol_Rpb1_2': [356, 521], 'RNA_pol_Rpb1_R': [1861, 1874, '//', 1742, 1755, '//', 1910, 1923, '//', 1854, 1867, '//', 1875, 1888, '//', 1630, 1643, '//', 1868, 1881, '//', 1917, 1930, '//', 1896, 1909, '//', 1770, 1783, '//', 1924, 1937, '//', 1763, 1776, '//', 1623, 1636, '//', 1735, 1748, '//', 1889, 1902, '//', 1777, 1790, '//', 1903, 1916, '//', 1594, 1607, '//', 1847, 1860, '//', 1749, 1762, '//', 1882, 1895, '//', 1616, 1629, '//', 1637, 1650, '//', 1644, 1657, '//', 1658, 1671, '//', 1665, 1678, '//', 1672, 1685, '//', 1679, 1692, '//', 1693, 1706, '//', 1784, 1797, '//', 1651, 1664, '//', 1686, 1699, '//', 1700, 1713, '//', 1707, 1720, '//', 1714, 1727, '//', 1721, 1734, '//', 1728, 1741, '//', 1791, 1804, '//', 1833, 1846, '//', 1826, 1839, '//', 1931, 1947, '//', 1756, 1769, '//', 1798, 1811, '//', 1840, 1853, '//', 1948, 1961, '//', 1609, 1622], 'RNA_pol_Rpb1_3': [524, 692], 'RNA_pol_Rpb1_1': [15, 354], 'RNA_pol_Rpb1_6': [896, 1079], 'RNA_pol_Rpb1_7': [1164, 1299], 'RNA_pol_Rpb1_4': [716, 823], 'RNA_pol_Rpb1_5': [830, 1428]}
MFSD7	{'MFS_1': [32, 396]}
POLR2C	{'RNA_pol_L': [19, 257], 'RNA_pol_A_bac': [50, 177]}
POLR2M	{'GCOM2': [27, 248]}
POLR2L	{'RNA_pol_N': [1, 60]}
AKR7A2	{'Aldo_ket_red': [40, 348]}
TMEM243	{'DUF2678': [1, 118]}
POLR2I	{'RNA_POL_M_15KD': [14, 51], 'TFIIS_C': [84, 124]}
POLR2H	{'RNA_pol_Rpb8': [7, 147]}
F11R	{'V-set': [28, 128], 'Ig_2': [128, 230]}
POLR2J	{'RNA_pol_L_2': [29, 105]}
CYBB	{'Ferric_reduct': [54, 220], 'NAD_binding_6': [401, 551], 'FAD_binding_8': [292, 395]}
TLK1	{'Pkinase': [456, 734]}
FAM47C	{'FAM47': [1, 257, '//', 617, 689, '//', 548, 617, '//', 486, 557, '//', 667, 737, '//', 426, 485, '//', 306, 365, '//', 238, 281, '//', 723, 773, '//', 366, 437, '//', 257, 317, '//', 764, 834]}
FAM47B	{'FAM47': [1, 258, '//', 340, 452, '//', 285, 343, '//', 250, 294]}
FAM47A	{'FAM47': [1, 259, '//', 256, 373, '//', 420, 538, '//', 370, 423, '//', 513, 579]}
USP53	{'UCH': [29, 348]}
RPL8	{'Ribosomal_L2_C': [96, 231], 'Ribosomal_L2': [11, 90]}
USP51	{'zf-UBP': [236, 297], 'UCH': [362, 703]}
GTF3A	{'zf-C2H2': [218, 239, '//', 162, 186, '//', 277, 301, '//', 246, 271], 'zf-C2H2_4': [189, 213], 'zf-H2C2_2': [86, 113, '//', 56, 83]}
CYBA	{'Cytochrom_B558a': [2, 195]}
CCL3L1	{'IL8': [26, 89]}
BATF2	{'bZIP_1': [15, 73]}
ASCC2	{'CUE': [468, 509]}
ASCC1	{'KH_1': [93, 148], 'AKAP7_NLS': [161, 375]}
VPS72	{'YL1': [4, 218], 'YL1_C': [290, 319]}
MARCH11	{'RINGv': [170, 215]}
VBP1	{'Prefoldin': [60, 182]}
CCDC109B	{'DUF607': [93, 306]}
OR4F29	{'7tm_4': [139, 280]}
MAPK15	{'Pkinase': [13, 304]}
MAPK10	{'Pkinase': [64, 359]}
MAPK11	{'Pkinase': [24, 308]}
MAPK13	{'Pkinase': [25, 308]}
OR4F21	{'7tm_4': [139, 280]}
SHKBP1	{'BTB_2': [21, 110]}
FZD1	{'Fz': [116, 228], 'Frizzled': [309, 640]}
FZD2	{'Fz': [39, 151], 'Frizzled': [234, 558]}
FZD3	{'Fz': [28, 138], 'Frizzled': [192, 517]}
FZD4	{'Fz': [45, 159], 'Frizzled': [209, 514]}
TRBC2	{'C1-set': [14, 107]}
IQUB	{'ubiquitin': [138, 203]}
HUS1	{'Hus1': [1, 280]}
CACNB1	{'Guanylate_kin': [228, 408], 'VGCC_beta4Aa_N': [58, 99]}
CYP2B6	{'p450': [31, 488]}
CACNB4	{'Guanylate_kin': [218, 398], 'VGCC_beta4Aa_N': [50, 91]}
BICC1	{'KH_1': [134, 199, '//', 286, 348], 'SAM_1': [874, 934]}
CT45A1	{'INT_SG_DDX_CT_C': [120, 184]}
C10orf71	{'DUF4585': [1267, 1341]}
C10orf76	{'DUF1741': [435, 671]}
SPAG16	{'WD40': [468, 506, '//', 426, 464, '//', 384, 422, '//', 594, 631, '//', 510, 548, '//', 342, 378]}
OR10W1	{'7tm_4': [130, 274]}
DHCR24	{'FAD_binding_4': [72, 203]}
CT45A3	{'INT_SG_DDX_CT_C': [120, 184]}
ASH1L	{'SET': [2156, 2261], 'Bromodomain': [2453, 2538], 'BAH': [2661, 2798], 'PHD': [2587, 2631]}
RASSF2	{'RA': [176, 264]}
HIST1H1T	{'Linker_histone': [41, 113]}
RASSF5	{'C1_1': [123, 173], 'RA': [274, 364]}
KDELR2	{'ER_lumen_recept': [28, 170]}
CLEC4M	{'Lectin_C': [285, 391]}
CT45A4	{'INT_SG_DDX_CT_C': [120, 184]}
OR8B2	{'7tm_4': [139, 282]}
OR8B3	{'7tm_4': [139, 282]}
PLCD4	{'EF-hand_10': [153, 203], 'EF-hand_like': [207, 289], 'C2': [629, 719], 'PH': [13, 124], 'PI-PLC-X': [292, 436], 'PI-PLC-Y': [492, 609]}
CTRB1	{'Trypsin': [34, 256]}
OR8B4	{'7tm_4': [138, 282]}
PLCD1	{'EF-hand_10': [159, 209], 'C2': [631, 720], 'EF-hand_like': [213, 295], 'PI-PLC-X': [298, 441], 'PI-PLC-Y': [491, 609]}
HIST1H1D	{'Linker_histone': [37, 110]}
ZNF518B	{'zf-H2C2_2': [176, 200]}
RASSF6	{'RA': [218, 306]}
CSNK2A2	{'Pkinase': [40, 325]}
HIST1H1A	{'Linker_histone': [39, 112]}
HIST1H1B	{'Linker_histone': [39, 112]}
HIST1H1C	{'Linker_histone': [36, 109]}
FOXB2	{'Fork_head': [13, 108]}
ANKZF1	{'Ank': [534, 566]}
ITFG2	{'FG-GAP': [19, 48]}
B3GALNT1	{'Galactosyl_T': [92, 285]}
TACC2	{'TACC': [2741, 2947]}
TACC3	{'TACC': [638, 837]}
JDP2	{'bZIP_1': [70, 131]}
PICK1	{'Arfaptin': [117, 352], 'PDZ': [22, 101]}
TMEM238	{'TMEM238': [32, 101]}
TMEM234	{'UPF0546': [11, 126]}
TMEM237	{'TMEM237': [136, 385]}
KIF20B	{'Kinesin': [64, 479]}
TMEM230	{'DUF872': [16, 118]}
TMEM233	{'Dispanin': [9, 101]}
