Ensembl Gene ID	id2	Ensembl Transcript ID	CDS Length
ENSG00000185128	TBC1D3F	ENST00000327454	1650
ENSG00000169031	COL4A3	ENST00000396578	5013
ENSG00000169032	MAP2K1	ENST00000307102	1182
ENSG00000213218	CSH2	ENST00000392886	654
ENSG00000213213	KIAA1984	ENST00000338005	1605
ENSG00000213215	OR2F1	ENST00000392899	954
ENSG00000213214	ARHGEF35	ENST00000378115	1455
ENSG00000092330	TINF2	ENST00000267415	1356
ENSG00000266964	unknown	ENST00000589121	324
ENSG00000255307	OR52B2	ENST00000530810	972
ENSG00000255302	EID1	ENST00000530028	564
ENSG00000152620	C5orf33	ENST00000381937	1329
ENSG00000106397	PLOD3	ENST00000223127	2217
ENSG00000106392	C1GALT1	ENST00000223122	1092
ENSG00000102870	ZNF629	ENST00000262525	2610
ENSG00000102871	TRADD	ENST00000345057	939
ENSG00000143674	unknown	ENST00000366624	3111
ENSG00000102878	HSF4	ENST00000521374	1479
ENSG00000102879	CORO1A	ENST00000219150	1386
ENSG00000009844	VTA1	ENST00000367630	924
ENSG00000265385	unknown	ENST00000584518	438
ENSG00000178974	FBXO34	ENST00000313833	2136
ENSG00000178971	CTC1	ENST00000315684	3654
ENSG00000168348	INSM2	ENST00000307169	1701
ENSG00000166128	RAB8B	ENST00000321437	624
ENSG00000244038	DDOST	ENST00000375048	1371
ENSG00000241043	TIGD1L2	ENST00000451672	588
ENSG00000166123	GPT2	ENST00000340124	1572
ENSG00000268444	unknown	ENST00000595821	1905
ENSG00000268445	unknown	ENST00000597179	1419
ENSG00000166126	AMN	ENST00000299155	1362
ENSG00000268440	unknown	ENST00000601657	594
ENSG00000268441	unknown	ENST00000599230	2139
ENSG00000157399	ARSE	ENST00000545496	1845
ENSG00000204752	unknown	ENST00000377296	246
ENSG00000255872	unknown	ENST00000540557	894
ENSG00000255874	C13orf29	ENST00000538077	495
ENSG00000126787	DLGAP5	ENST00000247191	2541
ENSG00000126785	RHOJ	ENST00000316754	645
ENSG00000204287	HLA-DRA	ENST00000395388	765
ENSG00000204283	unknown	ENST00000374983	465
ENSG00000158019	BRE	ENST00000344773	1248
ENSG00000183273	CCDC60	ENST00000327554	1653
ENSG00000158014	SLC30A2	ENST00000374276	1119
ENSG00000137033	IL33	ENST00000381434	813
ENSG00000024048	UBR2	ENST00000372899	5268
ENSG00000137038	C9orf123	ENST00000358227	339
ENSG00000127780	OR1E2	ENST00000248384	972
ENSG00000140259	MFAP1	ENST00000267812	1320
ENSG00000130561	SAG	ENST00000409110	1218
ENSG00000157978	LDLRAP1	ENST00000374338	927
ENSG00000173809	TDRD12	ENST00000444215	3534
ENSG00000173801	JUP	ENST00000393930	2238
ENSG00000173805	HAP1	ENST00000310778	2016
ENSG00000165478	HEPACAM	ENST00000298251	1251
ENSG00000165471	MBL2	ENST00000373968	747
ENSG00000165475	CRYL1	ENST00000298248	960
ENSG00000165474	GJB2	ENST00000382848	681
ENSG00000165476	REEP3	ENST00000373758	768
ENSG00000121406	ZNF549	ENST00000376233	1923
ENSG00000011426	ANLN	ENST00000265748	3375
ENSG00000011422	PLAUR	ENST00000340093	1008
ENSG00000129187	DCTD	ENST00000357067	570
ENSG00000253327	NCRNA00255	ENST00000521487	396
ENSG00000253320	unknown	ENST00000522939	261
ENSG00000205155	PSENEN	ENST00000587708	306
ENSG00000257437	unknown	ENST00000552974	2331
ENSG00000257436	unknown	ENST00000546494	336
ENSG00000154415	PPP1R3A	ENST00000284601	3369
ENSG00000158901	WFDC8	ENST00000357199	726
ENSG00000128581	RABL5	ENST00000422177	558
ENSG00000128585	MKLN1	ENST00000352689	2208
ENSG00000120756	PLS1	ENST00000457734	1890
ENSG00000155530	LRGUK	ENST00000285928	2478
ENSG00000058056	USP13	ENST00000263966	2592
ENSG00000176974	SHMT1	ENST00000316694	1452
ENSG00000176971	FIBIN	ENST00000318627	636
ENSG00000176973	FAM89B	ENST00000530349	570
ENSG00000176978	DPP7	ENST00000371579	1479
ENSG00000176979	TRIM60	ENST00000512596	1416
ENSG00000170727	BOP1	ENST00000307404	2241
ENSG00000178110	LEKR1	ENST00000356539	2079
ENSG00000134716	CYP2J2	ENST00000371204	1509
ENSG00000178115	unknown	ENST00000562783	1899
ENSG00000197734	C14orf178	ENST00000355883	369
ENSG00000124920	C11orf9	ENST00000278836	3456
ENSG00000075429	CACNG5	ENST00000169565	891
ENSG00000161202	DVL3	ENST00000313143	2151
ENSG00000161203	AP2M1	ENST00000411763	1383
ENSG00000161204	ABCF3	ENST00000429586	2130
ENSG00000078618	NRD1	ENST00000354831	3660
ENSG00000248933	unknown	ENST00000511280	1593
ENSG00000241878	PISD	ENST00000439502	1230
ENSG00000075391	RASAL2	ENST00000367649	3843
ENSG00000075399	C16orf7	ENST00000389386	1896
ENSG00000243587	C6orf183	ENST00000453496	1779
ENSG00000093144	ECHDC1	ENST00000531967	924
ENSG00000036672	USP2	ENST00000260187	1818
ENSG00000142102	ATHL1	ENST00000409479	2295
ENSG00000082497	SERTAD4	ENST00000367012	1071
ENSG00000175779	C15orf53	ENST00000318792	540
ENSG00000231608	TNXB	ENST00000550212	12729
ENSG00000135040	NAA35	ENST00000361671	2178
ENSG00000131746	TNS4	ENST00000254051	2148
ENSG00000147364	FBXO25	ENST00000276326	1104
ENSG00000135047	CTSL1	ENST00000343150	1002
ENSG00000135046	ANXA1	ENST00000257497	1041
ENSG00000135049	AGTPBP1	ENST00000376109	3717
ENSG00000135048	TMEM2	ENST00000377044	4152
ENSG00000131748	STARD3	ENST00000580611	1428
ENSG00000146090	RASGEF1C	ENST00000361132	1401
ENSG00000146094	DOK3	ENST00000357198	1491
ENSG00000080824	HSP90AA1	ENST00000334701	2565
ENSG00000145217	SLC26A1	ENST00000361661	2106
ENSG00000145216	FIP1L1	ENST00000507166	2550
ENSG00000177733	HNRNPA0	ENST00000314940	918
ENSG00000145214	DGKQ	ENST00000273814	2829
ENSG00000240583	AQP1	ENST00000434909	990
ENSG00000261345	unknown	ENST00000567532	1194
ENSG00000069943	PIGB	ENST00000164305	1665
ENSG00000259823	unknown	ENST00000567799	714
ENSG00000115919	KYNU	ENST00000264170	1398
ENSG00000240053	LY6G5B	ENST00000375864	606
ENSG00000214106	unknown	ENST00000411526	318
ENSG00000214107	MAGEB1	ENST00000378981	1044
ENSG00000214102	WEE2	ENST00000397541	1704
ENSG00000137992	DBT	ENST00000370132	1449
ENSG00000214109	unknown	ENST00000397557	384
ENSG00000138356	AOX1	ENST00000374700	4017
ENSG00000146540	C7orf50	ENST00000397098	585
ENSG00000136021	SCYL2	ENST00000360820	2790
ENSG00000136026	CKAP4	ENST00000378026	1809
ENSG00000183347	GBP6	ENST00000370456	1902
ENSG00000141013	GAS8	ENST00000268699	1437
ENSG00000141012	GALNS	ENST00000268695	1569
ENSG00000172817	CYP7B1	ENST00000310193	1521
ENSG00000172819	RARG	ENST00000425354	1365
ENSG00000172818	OVOL1	ENST00000335987	804
ENSG00000085382	HACE1	ENST00000262903	2730
ENSG00000101901	ALG13	ENST00000394780	3414
ENSG00000116586	LAMTOR2	ENST00000368302	453
ENSG00000269146	unknown	ENST00000594479	2709
ENSG00000116584	ARHGEF2	ENST00000368315	2964
ENSG00000269140	unknown	ENST00000599091	351
ENSG00000116580	GON4L	ENST00000368331	6726
ENSG00000269149	unknown	ENST00000597432	354
ENSG00000180891	CUEDC1	ENST00000577830	1161
ENSG00000223547	ZNF844	ENST00000439326	2001
ENSG00000151025	GPR158	ENST00000376351	3648
ENSG00000099958	DERL3	ENST00000406855	720
ENSG00000032742	IFT88	ENST00000319980	2502
ENSG00000099953	MMP11	ENST00000215743	1467
ENSG00000099956	SMARCB1	ENST00000344921	1185
ENSG00000099957	P2RX6	ENST00000413302	1326
ENSG00000099954	CECR2	ENST00000262608	4332
ENSG00000174417	TRHR	ENST00000518632	1197
ENSG00000197948	FCHSD1	ENST00000435817	2073
ENSG00000197943	PLCG2	ENST00000359376	3798
ENSG00000113407	TARS	ENST00000455217	2271
ENSG00000183340	JRKL	ENST00000332349	1575
ENSG00000169239	CA5B	ENST00000318636	954
ENSG00000140650	PMM2	ENST00000268261	741
ENSG00000064012	CASP8	ENST00000358485	1617
ENSG00000169231	THBS3	ENST00000368378	2871
ENSG00000169230	PRELID1	ENST00000303204	660
ENSG00000089057	SLC23A2	ENST00000338244	1953
ENSG00000089053	ANAPC5	ENST00000261819	2268
ENSG00000089050	RBBP9	ENST00000337227	561
ENSG00000261378	unknown	ENST00000570252	750
ENSG00000111802	TDP2	ENST00000545995	1179
ENSG00000111801	BTN3A3	ENST00000244519	1755
ENSG00000239511	POM121L7	ENST00000329949	1389
ENSG00000142657	PGD	ENST00000270776	1452
ENSG00000142655	PEX14	ENST00000356607	1134
ENSG00000169583	CLIC3	ENST00000494426	711
ENSG00000264472	unknown	ENST00000579678	207
ENSG00000106153	CHCHD2	ENST00000395422	456
ENSG00000262131	unknown	ENST00000575642	1863
ENSG00000262134	unknown	ENST00000570538	533
ENSG00000262138	unknown	ENST00000576593	2160
ENSG00000150867	PIP4K2A	ENST00000376573	1221
ENSG00000103671	TRIP4	ENST00000261884	1746
ENSG00000118402	ELOVL4	ENST00000369816	945
ENSG00000118407	FILIP1	ENST00000237172	3642
ENSG00000110171	TRIM3	ENST00000525074	2235
ENSG00000110172	CHORDC1	ENST00000320585	999
ENSG00000134058	CDK7	ENST00000256443	1041
ENSG00000143303	RRNAD1	ENST00000368216	1428
ENSG00000134057	CCNB1	ENST00000256442	1302
ENSG00000134056	MRPS36	ENST00000256441	312
ENSG00000131269	ABCB7	ENST00000253577	2262
ENSG00000166329	unknown	ENST00000299415	462
ENSG00000159267	HLCS	ENST00000399120	2181
ENSG00000131263	RLIM	ENST00000332687	1875
ENSG00000166323	C11orf65	ENST00000527531	942
ENSG00000131264	CDX4	ENST00000373514	855
ENSG00000166326	TRIM44	ENST00000299413	1035
ENSG00000152705	CATSPER3	ENST00000282611	1197
ENSG00000152700	SAR1B	ENST00000402673	597
ENSG00000088876	ZNF343	ENST00000278772	1800
ENSG00000149483	TMEM138	ENST00000278826	489
ENSG00000181718	OR5T2	ENST00000313264	1080
ENSG00000149485	FADS1	ENST00000350997	1506
ENSG00000149488	TMC2	ENST00000358864	2721
ENSG00000149489	ROM1	ENST00000278833	1056
ENSG00000184544	DHRS7C	ENST00000330255	939
ENSG00000184545	DUSP8	ENST00000397374	1878
ENSG00000163660	CCNL1	ENST00000295926	1581
ENSG00000163661	PTX3	ENST00000295927	1146
ENSG00000163666	HESX1	ENST00000295934	558
ENSG00000069535	MAOB	ENST00000378069	1563
ENSG00000188676	IDO2	ENST00000502986	1263
ENSG00000188677	PARVB	ENST00000406477	1194
ENSG00000188674	C2orf80	ENST00000341287	582
ENSG00000188672	RHCE	ENST00000294413	1254
ENSG00000182257	C22orf26	ENST00000396008	417
ENSG00000182255	KCNA4	ENST00000328224	1962
ENSG00000162139	NEU3	ENST00000294064	1386
ENSG00000263264	unknown	ENST00000576789	1149
ENSG00000263263	unknown	ENST00000576511	483
ENSG00000244588	RAD21L1	ENST00000409241	1671
ENSG00000186943	OR13C8	ENST00000335040	963
ENSG00000054938	CHRDL2	ENST00000263671	1356
ENSG00000259363	unknown	ENST00000559714	234
ENSG00000115271	GCA	ENST00000437150	654
ENSG00000115274	INO80B	ENST00000452361	1092
ENSG00000115275	MOGS	ENST00000233616	2514
ENSG00000105639	JAK3	ENST00000527670	3375
ENSG00000109390	NDUFC1	ENST00000503997	231
ENSG00000108448	TRIM16L	ENST00000395902	1209
ENSG00000108443	RPS6KB1	ENST00000225577	1578
ENSG00000165675	ENOX2	ENST00000370927	1833
ENSG00000165672	PRDX3	ENST00000298510	771
ENSG00000165671	NSD1	ENST00000439151	8091
ENSG00000165678	GHITM	ENST00000372134	1038
ENSG00000153071	DAB2	ENST00000320816	2313
ENSG00000125703	ATG4C	ENST00000317868	1377
ENSG00000187017	ESPN	ENST00000377828	2565
ENSG00000187013	C17orf82	ENST00000335108	756
ENSG00000187012	NCRNA00207	ENST00000334566	342
ENSG00000187010	RHD	ENST00000342055	1482
ENSG00000180043	FAM71E2	ENST00000424985	2769
ENSG00000180044	unknown	ENST00000326474	744
ENSG00000223932	GPANK1	ENST00000416384	1071
ENSG00000223931	unknown	ENST00000426099	291
ENSG00000196220	SRGAP3	ENST00000383836	3300
ENSG00000196226	HIST1H2BB	ENST00000357905	381
ENSG00000196227	C20orf177	ENST00000358293	1152
ENSG00000196224	KRTAP5-3	ENST00000399685	717
ENSG00000213471	TTLL13	ENST00000438251	2448
ENSG00000196228	SULT1C3	ENST00000329106	915
ENSG00000257637	unknown	ENST00000552647	99
ENSG00000186051	TAL2	ENST00000334077	327
ENSG00000133401	PDZD2	ENST00000438447	8520
ENSG00000183668	PSG9	ENST00000270077	1281
ENSG00000183662	FAM19A1	ENST00000478136	402
ENSG00000183665	TRMT12	ENST00000328599	1347
ENSG00000257184	unknown	ENST00000470747	339
ENSG00000257187	unknown	ENST00000552722	105
ENSG00000257189	unknown	ENST00000551942	387
ENSG00000104147	OIP5	ENST00000220514	690
ENSG00000104140	RHOV	ENST00000220507	711
ENSG00000242732	RGAG4	ENST00000479991	1710
ENSG00000258182	unknown	ENST00000552194	24
ENSG00000116918	TSNAX	ENST00000366639	873
ENSG00000159618	GPR114	ENST00000349457	1587
ENSG00000164663	USP49	ENST00000394253	2067
ENSG00000001617	SEMA3F	ENST00000002829	2358
ENSG00000164509	IL31RA	ENST00000447346	2295
ENSG00000242419	PCDHGC4	ENST00000306593	2817
ENSG00000006042	TMEM98	ENST00000394642	681
ENSG00000006047	YBX2	ENST00000007699	1095
ENSG00000154930	ACSS1	ENST00000323482	2070
ENSG00000134028	ADAMDEC1	ENST00000256412	1413
ENSG00000196482	ESRRG	ENST00000366937	1413
ENSG00000168158	OR2C1	ENST00000304936	939
ENSG00000154328	NEIL2	ENST00000455213	999
ENSG00000164236	ANKRD33B	ENST00000296657	1485
ENSG00000164237	CMBL	ENST00000296658	738
ENSG00000100714	MTHFD1	ENST00000545908	3063
ENSG00000100711	ZFYVE21	ENST00000216602	759
ENSG00000168961	LGALS9	ENST00000395473	1068
ENSG00000197576	HOXA4	ENST00000360046	963
ENSG00000197579	TOPORS	ENST00000360538	3138
ENSG00000125508	SRMS	ENST00000217188	1467
ENSG00000125505	MBOAT7	ENST00000245615	1419
ENSG00000125503	PPP1R12C	ENST00000263433	2349
ENSG00000204977	TRIM13	ENST00000356017	1233
ENSG00000204970	PCDHA1	ENST00000504120	2853
ENSG00000204978	C19orf69	ENST00000378187	393
ENSG00000204979	MS4A13	ENST00000378186	459
ENSG00000244207	C4A	ENST00000375295	5235
ENSG00000097007	ABL1	ENST00000372348	3450
ENSG00000182534	MXRA7	ENST00000592148	642
ENSG00000182533	CAV3	ENST00000343849	456
ENSG00000233490	GPSM3	ENST00000453667	483
ENSG00000197683	KRTAP26-1	ENST00000360542	633
ENSG00000197681	TBC1D3	ENST00000518551	1782
ENSG00000260189	unknown	ENST00000569065	785
ENSG00000260181	unknown	ENST00000561745	810
ENSG00000243749	unknown	ENST00000373337	465
ENSG00000110811	LEPREL2	ENST00000396725	2208
ENSG00000007314	SCN4A	ENST00000578147	5511
ENSG00000007312	CD79B	ENST00000392795	693
ENSG00000151348	EXT2	ENST00000395673	2256
ENSG00000226887	unknown	ENST00000443173	1692
ENSG00000226882	GNL1	ENST00000417834	1824
ENSG00000106459	NRF1	ENST00000311967	1569
ENSG00000237440	ZNF737	ENST00000427401	1611
ENSG00000237441	RGL2	ENST00000497454	2334
ENSG00000124678	TCP11	ENST00000311875	1551
ENSG00000059588	TARBP1	ENST00000040877	4866
ENSG00000120952	PRAMEF2	ENST00000240189	1425
ENSG00000187838	PLSCR3	ENST00000324822	888
ENSG00000187833	C2orf78	ENST00000409561	2769
ENSG00000187837	HIST1H1C	ENST00000343677	642
ENSG00000185087	FAM169B	ENST00000558256	579
ENSG00000185085	INTS5	ENST00000330574	3060
ENSG00000140519	RHCG	ENST00000268122	1440
ENSG00000185088	RPS27L	ENST00000462430	303
ENSG00000123908	EIF2C2	ENST00000220592	2580
ENSG00000177283	FZD8	ENST00000374694	2085
ENSG00000240215	TRBV25OR9-2	ENST00000438417	336
ENSG00000205730	ITPRIPL2	ENST00000381440	1608
ENSG00000166869	unknown	ENST00000300113	591
ENSG00000166863	TAC3	ENST00000357616	408
ENSG00000166862	CACNG2	ENST00000300105	972
ENSG00000166860	ZBTB39	ENST00000300101	2139
ENSG00000166866	MYO1A	ENST00000300119	3132
ENSG00000115457	IGFBP2	ENST00000233809	978
ENSG00000179251	unknown	ENST00000319426	486
ENSG00000179253	unknown	ENST00000317652	423
ENSG00000095319	NUP188	ENST00000372577	5250
ENSG00000179256	C12orf69	ENST00000316048	678
ENSG00000127377	CRYGN	ENST00000337323	549
ENSG00000058673	ZC3H11A	ENST00000367214	2433
ENSG00000255112	CHMP1B	ENST00000526991	600
ENSG00000143549	TPM3	ENST00000271850	858
ENSG00000137177	KIF13A	ENST00000562486	5538
ENSG00000090924	PLEKHG2	ENST00000409794	4161
ENSG00000137171	KLC4	ENST00000259708	1914
ENSG00000128815	WDFY4	ENST00000325239	9555
ENSG00000225516	unknown	ENST00000450145	780
ENSG00000184029	DSCR4	ENST00000398948	384
ENSG00000184022	OR2T10	ENST00000330500	939
ENSG00000179873	NLRP11	ENST00000589093	3102
ENSG00000165886	UBTD1	ENST00000370664	684
ENSG00000165887	ANKRD2	ENST00000307518	1083
ENSG00000204128	C2orf72	ENST00000373640	888
ENSG00000081041	CXCL2	ENST00000508487	324
ENSG00000206418	RAB12	ENST00000329286	735
ENSG00000206412	GNL1	ENST00000383450	1224
ENSG00000268187	unknown	ENST00000599370	651
ENSG00000268182	unknown	ENST00000598409	357
ENSG00000268181	unknown	ENST00000593633	447
ENSG00000268188	unknown	ENST00000601615	786
ENSG00000107263	RAPGEF1	ENST00000372190	3288
ENSG00000154589	LY96	ENST00000284818	483
ENSG00000154582	TCEB1	ENST00000518127	339
ENSG00000130332	LSM7	ENST00000252622	312
ENSG00000005073	HOXA11	ENST00000006015	942
ENSG00000005075	POLR2J	ENST00000393794	384
ENSG00000130338	TULP4	ENST00000367097	4632
ENSG00000049239	H6PD	ENST00000377403	2376
ENSG00000145824	CXCL14	ENST00000337225	336
ENSG00000145826	LECT2	ENST00000274507	456
ENSG00000174165	ZDHHC24	ENST00000310442	855
ENSG00000125995	ROMO1	ENST00000374078	240
ENSG00000125991	ERGIC3	ENST00000447986	1197
ENSG00000232251	DPCR1	ENST00000547450	4182
ENSG00000154059	IMPACT	ENST00000284202	963
ENSG00000125998	FAM83C	ENST00000374408	2244
ENSG00000125999	C20orf114	ENST00000253354	1455
ENSG00000234154	HLA-DMB	ENST00000424822	792
ENSG00000120549	KIAA1217	ENST00000376454	5832
ENSG00000170396	ZNF804A	ENST00000302277	3630
ENSG00000170390	DCLK2	ENST00000302176	2352
ENSG00000269215	unknown	ENST00000593965	207
ENSG00000075213	SEMA3A	ENST00000265362	2316
ENSG00000087053	MTMR2	ENST00000346299	1932
ENSG00000075218	GTSE1	ENST00000454366	2220
ENSG00000067596	DHX8	ENST00000262415	3663
ENSG00000131467	PSME3	ENST00000293362	804
ENSG00000131462	TUBG1	ENST00000251413	1356
ENSG00000131469	RPL27	ENST00000586277	434
ENSG00000078795	PKD2L2	ENST00000508883	1875
ENSG00000198563	DDX39B	ENST00000417556	1332
ENSG00000065613	SLK	ENST00000369755	3708
ENSG00000198561	CTNND1	ENST00000399050	2907
ENSG00000128040	SPINK2	ENST00000506738	405
ENSG00000198567	unknown	ENST00000360625	684
ENSG00000171448	ZBTB26	ENST00000373656	1326
ENSG00000128045	RASL11B	ENST00000248706	747
ENSG00000065615	CYB5R4	ENST00000369681	1566
ENSG00000171444	MCC	ENST00000408903	3060
ENSG00000198569	SLC34A3	ENST00000361134	1800
ENSG00000171446	KRT27	ENST00000301656	1380
ENSG00000171443	ZNF524	ENST00000301073	795
ENSG00000188076	SCGB1C1	ENST00000342878	288
ENSG00000147533	GOLGA7	ENST00000518270	414
ENSG00000147535	PPAPDC1B	ENST00000424479	795
ENSG00000147536	GINS4	ENST00000518671	672
ENSG00000136960	ENPP2	ENST00000259486	2748
ENSG00000105438	KDELR1	ENST00000600980	662
ENSG00000108602	ALDH3A1	ENST00000225740	1362
ENSG00000108604	SMARCD2	ENST00000448276	1596
ENSG00000099338	CATSPERG	ENST00000409235	3480
ENSG00000086827	ZW10	ENST00000200135	2340
ENSG00000099330	OCEL1	ENST00000215061	795
ENSG00000099331	MYO9B	ENST00000594824	6474
ENSG00000099337	KCNK6	ENST00000263372	942
ENSG00000071462	WBSCR22	ENST00000423497	897
ENSG00000105383	CD33	ENST00000262262	1095
ENSG00000105388	CEACAM5	ENST00000221992	2109
ENSG00000145002	FAM86B2	ENST00000262365	993
ENSG00000172137	CALB2	ENST00000302628	816
ENSG00000172139	SLC9A10	ENST00000305815	3534
ENSG00000063127	SLC6A16	ENST00000335875	2211
ENSG00000214376	C11orf90	ENST00000409977	603
ENSG00000074657	ZNF532	ENST00000336078	3906
ENSG00000233641	C6orf136	ENST00000552569	1491
ENSG00000119950	MXI1	ENST00000332674	888
ENSG00000119953	SMNDC1	ENST00000369603	717
ENSG00000148408	CACNA1B	ENST00000371355	7023
ENSG00000148400	NOTCH1	ENST00000277541	7668
ENSG00000116288	PARK7	ENST00000338639	570
ENSG00000076650	GPATCH1	ENST00000170564	2796
ENSG00000087884	C11orf67	ENST00000533193	507
ENSG00000116285	ERRFI1	ENST00000377482	1389
ENSG00000139874	SSTR1	ENST00000267377	1176
ENSG00000196979	unknown	ENST00000358748	570
ENSG00000196976	LAGE3	ENST00000357360	432
ENSG00000196975	ANXA4	ENST00000394295	966
ENSG00000213066	FGFR1OP	ENST00000366847	1200
ENSG00000213064	SFT2D2	ENST00000271375	483
ENSG00000135346	CGA	ENST00000369582	351
ENSG00000100266	PACSIN2	ENST00000263246	1461
ENSG00000100263	RHBDD3	ENST00000216085	1161
ENSG00000066855	MTFR1	ENST00000262146	1002
ENSG00000088682	COQ9	ENST00000262507	957
ENSG00000232119	MCTS1	ENST00000371315	549
ENSG00000174206	C12orf66	ENST00000311915	1407
ENSG00000232112	CCDC72	ENST00000438607	195
ENSG00000143409	FAM63A	ENST00000361738	1554
ENSG00000112964	GHR	ENST00000230882	1917
ENSG00000086598	TMED2	ENST00000262225	606
ENSG00000223666	FKBPL	ENST00000443350	1050
ENSG00000088538	DOCK3	ENST00000266037	6093
ENSG00000106299	WASL	ENST00000223023	1518
ENSG00000106290	TAF6	ENST00000472509	2205
ENSG00000251283	unknown	ENST00000511399	246
ENSG00000026103	FAS	ENST00000355740	1008
ENSG00000269331	unknown	ENST00000596685	2139
ENSG00000129292	PHF20L1	ENST00000395386	3054
ENSG00000269337	unknown	ENST00000594172	282
ENSG00000269336	unknown	ENST00000601774	1122
ENSG00000269335	unknown	ENST00000594239	1260
ENSG00000269334	unknown	ENST00000601062	1920
ENSG00000269339	unknown	ENST00000599633	57
ENSG00000100842	EFS	ENST00000216733	1686
ENSG00000189169	KRTAP10-12	ENST00000400365	738
ENSG00000261652	unknown	ENST00000569691	366
ENSG00000261657	unknown	ENST00000566782	825
ENSG00000183146	CYorf17	ENST00000382764	549
ENSG00000013725	CD6	ENST00000313421	2007
ENSG00000228177	C6orf47	ENST00000442972	885
ENSG00000142751	GPN2	ENST00000374135	933
ENSG00000113615	SEC24A	ENST00000398844	3282
ENSG00000064201	TSPAN32	ENST00000182290	963
ENSG00000064205	WISP2	ENST00000372868	753
ENSG00000163145	C1QTNF7	ENST00000295297	891
ENSG00000189068	VSTM1	ENST00000338372	711
ENSG00000163141	BNIPL	ENST00000368931	1074
ENSG00000189064	GAGE2A	ENST00000362097	351
ENSG00000065150	IPO5	ENST00000261574	3348
ENSG00000189067	LITAF	ENST00000381810	687
ENSG00000189060	H1F0	ENST00000340857	585
ENSG00000065154	OAT	ENST00000368845	1320
ENSG00000183148	ANKRD20A2	ENST00000377601	2472
ENSG00000187939	DOC2B	ENST00000496357	923
ENSG00000111615	KRR1	ENST00000229214	1146
ENSG00000168658	VWA3B	ENST00000477737	3885
ENSG00000214734	unknown	ENST00000398877	219
ENSG00000162813	BPNT1	ENST00000469520	927
ENSG00000257502	unknown	ENST00000547551	81
ENSG00000162817	C1orf115	ENST00000294889	429
ENSG00000162814	SPATA17	ENST00000366933	1086
ENSG00000162819	BROX	ENST00000340934	1236
ENSG00000114062	UBE3A	ENST00000397954	2628
